### BDSIM output created Fri Jun 28 09:34:48 2013
 ####
# PT E[GeV] X[mum] Y[mum] Z[m] Xp[rad] Yp[rad]  
2212 4000 -811.857 1302.6 41331.2 2.14289e-05 2.46481e-05
2212 4000 -799.192 1317.17 41331.8 2.14289e-05 2.46481e-05
2212 4000 -792.335 1325.06 41332.1 2.14289e-05 2.46481e-05
2212 4000 -785.885 1332.48 41332.4 2.14289e-05 2.46481e-05
2212 4000 -751.239 1353.15 41335.5 1.07674e-06 -1.14039e-05
2212 4000 -751.066 1351.32 41335.7 1.07674e-06 -1.14039e-05
2212 4000 -750.587 1346.16 41336.2 1.03594e-06 -1.13381e-05
2212 4000 -749.917 1338.82 41336.8 1.03594e-06 -1.13381e-05
2212 4000 -748.773 1326.31 41337.9 1.03594e-06 -1.13381e-05
2212 4000 -733.91 1164.17 41352.2 1.04282e-06 -1.1338e-05
2212 4000 -733.681 1161.69 41352.4 1.04282e-06 -1.1338e-05
2212 4000 -733.567 1160.44 41352.5 1.04282e-06 -1.1338e-05
2212 4000 -732.84 1152.54 41353.2 1.04282e-06 -1.1338e-05
2212 4000 -732.491 1148.75 41353.6 1.04282e-06 -1.1338e-05
2212 4000 -717.53 986.613 41367.9 1.04966e-06 -1.1338e-05
2212 4000 -717.3 984.127 41368.1 1.04966e-06 -1.1338e-05
2212 4000 -717.184 982.88 41368.2 1.04966e-06 -1.1338e-05
2212 4000 -716.102 971.187 41369.2 1.04966e-06 -1.1338e-05
2212 4000 -701.043 809.054 41383.5 1.05648e-06 -1.1338e-05
2212 4000 -700.811 806.568 41383.7 1.05648e-06 -1.1338e-05
2212 4000 -700.695 805.321 41383.9 1.05648e-06 -1.1338e-05
2212 4000 -699.825 795.979 41384.7 1.05648e-06 -1.1338e-05
2212 4000 -699.2 789.278 41385.3 1.05648e-06 -1.1338e-05
2212 4000 -698.862 785.65 41385.6 1.05648e-06 -1.1338e-05
2212 4000 -698.544 782.237 41385.9 1.05648e-06 -1.1338e-05
2212 4000 -665.357 780.616 41389 2.02e-05 1.02844e-05
2212 4000 -662.115 782.266 41389.2 2.02e-05 1.02844e-05
2212 4000 -652.944 786.935 41389.6 2.02e-05 1.02844e-05
2212 4000 -639.874 793.589 41390.3 2.02e-05 1.02844e-05
2212 4000 -624.341 801.498 41391 2.02e-05 1.02844e-05
2212 4000 -617.579 804.941 41391.4 2.02e-05 1.02844e-05
2212 4000 -328.672 952.008 41405.7 2.02064e-05 1.02844e-05
2212 4000 -324.241 954.262 41405.9 2.02064e-05 1.02844e-05
2212 4000 -322.019 955.394 41406 2.02064e-05 1.02844e-05
2212 4000 -301.181 965.999 41407 2.02064e-05 1.02844e-05
2212 4000 -12.186 1113.07 41421.3 2.02122e-05 1.02843e-05
2212 4000 -7.75452 1115.32 41421.5 2.02122e-05 1.02843e-05
2212 4000 -5.53117 1116.45 41421.6 2.02122e-05 1.02843e-05
2212 4000 8.54662 1123.61 41422.3 2.02122e-05 1.02843e-05
2212 4000 15.3126 1127.06 41422.7 2.02122e-05 1.02843e-05
2212 4000 304.386 1274.12 41437 2.02174e-05 1.02843e-05
2212 4000 308.819 1276.38 41437.2 2.02174e-05 1.02843e-05
2212 4000 311.043 1277.51 41437.3 2.02174e-05 1.02843e-05
2212 4000 327.702 1285.98 41438.1 2.02174e-05 1.02843e-05
2212 4000 339.65 1292.06 41438.7 2.02174e-05 1.02843e-05
2212 4000 346.12 1295.35 41439 2.02174e-05 1.02843e-05
2212 4000 352.205 1298.45 41439.3 2.02174e-05 1.02843e-05
2212 4000 430.404 1276.6 41442.4 3.05795e-05 -2.42833e-05
2212 4000 435.312 1272.7 41442.6 3.05795e-05 -2.42833e-05
2212 4000 449.184 1261.67 41443.1 3.05336e-05 -2.43196e-05
2212 4000 468.939 1245.93 41443.7 3.05336e-05 -2.43196e-05
2212 4000 502.64 1219.09 41444.8 3.05336e-05 -2.43196e-05
2212 4000 939.301 871.319 41459.1 3.05378e-05 -2.43196e-05
2212 4000 945.996 865.987 41459.3 3.05378e-05 -2.43196e-05
2212 4000 949.355 863.312 41459.4 3.05378e-05 -2.43196e-05
2212 4000 970.625 846.373 41460.1 3.05378e-05 -2.43196e-05
2212 4000 980.847 838.232 41460.5 3.05378e-05 -2.43196e-05
2212 4000 1417.56 490.463 41474.8 3.05411e-05 -2.43195e-05
2212 4000 1424.26 485.131 41475 3.05411e-05 -2.43195e-05
2212 4000 1427.61 482.455 41475.1 3.05411e-05 -2.43195e-05
2212 4000 1459.11 457.376 41476.1 3.05411e-05 -2.43195e-05
2212 4000 1895.86 109.608 41490.4 3.05436e-05 -2.43194e-05
2212 4000 1902.56 104.276 41490.6 3.05436e-05 -2.43194e-05
2212 4000 1905.92 101.601 41490.8 3.05436e-05 -2.43194e-05
2212 4000 1931.09 81.5614 41491.6 3.05436e-05 -2.43194e-05
2212 4000 1949.14 67.1887 41492.2 3.05436e-05 -2.43194e-05
2212 4000 1958.91 59.4065 41492.5 3.05436e-05 -2.43194e-05
2212 4000 1968.11 52.0863 41492.8 3.05436e-05 -2.43194e-05
2212 4000 1977.03 -22.1278 41495.9 -2.48297e-05 -2.39049e-05
2212 4000 1973.04 -25.9645 41496.1 -2.48297e-05 -2.39049e-05
2212 4000 1961.75 -36.8179 41496.5 -2.49057e-05 -2.39072e-05
2212 4000 1945.64 -52.2859 41497.2 -2.49057e-05 -2.39072e-05
2212 4000 1935.09 -62.4106 41497.6 -2.49057e-05 -2.39072e-05
2212 4000 1926.48 -70.6706 41497.9 -2.49057e-05 -2.39072e-05
2212 4000 1918.15 -78.6735 41498.3 -2.49057e-05 -2.39072e-05
2212 4000 1562 -420.547 41512.6 -2.49034e-05 -2.39072e-05
2212 4000 1556.54 -425.789 41512.8 -2.49034e-05 -2.39072e-05
2212 4000 1553.8 -428.418 41512.9 -2.49034e-05 -2.39072e-05
2212 4000 1528.12 -453.073 41513.9 -2.49034e-05 -2.39072e-05
2212 4000 1172.02 -794.945 41528.2 -2.49003e-05 -2.39071e-05
2212 4000 1166.56 -800.187 41528.4 -2.49003e-05 -2.39071e-05
2212 4000 1163.82 -802.816 41528.5 -2.49003e-05 -2.39071e-05
2212 4000 1146.48 -819.468 41529.2 -2.49003e-05 -2.39071e-05
2212 4000 1138.14 -827.47 41529.6 -2.49003e-05 -2.39071e-05
2212 4000 782.093 -1169.34 41543.9 -2.48965e-05 -2.3907e-05
2212 4000 776.635 -1174.58 41544.1 -2.48965e-05 -2.3907e-05
2212 4000 773.896 -1177.21 41544.2 -2.48965e-05 -2.3907e-05
2212 4000 753.382 -1196.91 41545 -2.48965e-05 -2.3907e-05
2212 4000 738.668 -1211.04 41545.6 -2.48965e-05 -2.3907e-05
2212 4000 730.701 -1218.69 41545.9 -2.48965e-05 -2.3907e-05
2212 4000 723.207 -1225.89 41546.2 -2.48965e-05 -2.3907e-05
2212 4000 675.056 -1248.67 41549.3 -6.38296e-06 9.31162e-06
2212 4000 674.031 -1247.17 41549.5 -6.38296e-06 9.31162e-06
2212 4000 671.125 -1242.93 41550 -6.41863e-06 9.36603e-06
2212 4000 666.972 -1236.87 41550.6 -6.41863e-06 9.36603e-06
2212 4000 659.888 -1226.53 41551.7 -6.41863e-06 9.36603e-06
2212 4000 568.132 -1092.6 41566 -6.41422e-06 9.366e-06
2212 4000 566.725 -1090.55 41566.2 -6.41422e-06 9.366e-06
2212 4000 566.02 -1089.52 41566.3 -6.41422e-06 9.366e-06
2212 4000 561.552 -1082.99 41567 -6.41422e-06 9.366e-06
2212 4000 559.405 -1079.86 41567.4 -6.41422e-06 9.366e-06
2212 4000 467.714 -945.923 41581.7 -6.40963e-06 9.36597e-06
2212 4000 466.308 -943.869 41581.9 -6.40963e-06 9.36597e-06
2212 4000 465.603 -942.839 41582 -6.40963e-06 9.36597e-06
2212 4000 458.993 -933.18 41583 -6.40963e-06 9.36597e-06
2212 4000 367.369 -799.247 41597.3 -6.40485e-06 9.36593e-06
2212 4000 365.965 -797.194 41597.6 -6.40485e-06 9.36593e-06
2212 4000 365.261 -796.164 41597.7 -6.40485e-06 9.36593e-06
2212 4000 359.983 -788.446 41598.5 -6.40485e-06 9.36593e-06
2212 4000 356.198 -782.911 41599.1 -6.40485e-06 9.36593e-06
2212 4000 354.148 -779.914 41599.4 -6.40485e-06 9.36593e-06
2212 4000 352.22 -777.094 41599.7 -6.40485e-06 9.36593e-06
2212 4000 317.545 -781.451 41602.8 -1.58056e-05 -1.21968e-05
2212 4000 315.008 -783.409 41603 -1.58056e-05 -1.21968e-05
2212 4000 307.832 -788.946 41603.4 -1.58056e-05 -1.21968e-05
2212 4000 297.606 -796.837 41604.1 -1.58056e-05 -1.21968e-05
2212 4000 290.912 -802.003 41604.5 -1.58056e-05 -1.21968e-05
2212 4000 285.452 -806.217 41604.8 -1.58056e-05 -1.21968e-05
2212 4000 280.161 -810.3 41605.2 -1.58056e-05 -1.21968e-05
2212 4000 54.1785 -984.714 41619.5 -1.58003e-05 -1.21968e-05
2212 4000 50.7144 -987.389 41619.7 -1.58003e-05 -1.21968e-05
2212 4000 48.9763 -988.73 41619.8 -1.58003e-05 -1.21968e-05
2212 4000 32.6822 -1001.31 41620.8 -1.58003e-05 -1.21968e-05
2212 4000 -193.222 -1175.72 41635.1 -1.57947e-05 -1.21968e-05
2212 4000 -196.684 -1178.4 41635.3 -1.57947e-05 -1.21968e-05
2212 4000 -198.422 -1179.74 41635.5 -1.57947e-05 -1.21968e-05
2212 4000 -209.423 -1188.23 41636.1 -1.57947e-05 -1.21968e-05
2212 4000 -214.71 -1192.32 41636.5 -1.57947e-05 -1.21968e-05
2212 4000 -440.53 -1366.73 41650.8 -1.57886e-05 -1.21967e-05
2212 4000 -443.992 -1369.4 41651 -1.57886e-05 -1.21967e-05
2212 4000 -445.728 -1370.75 41651.1 -1.57886e-05 -1.21967e-05
2212 4000 -458.738 -1380.8 41651.9 -1.57886e-05 -1.21967e-05
2212 4000 -468.069 -1388 41652.5 -1.57886e-05 -1.21967e-05
2212 4000 -473.122 -1391.91 41652.8 -1.57886e-05 -1.21967e-05
2212 4000 -477.874 -1395.58 41653.1 -1.57886e-05 -1.21967e-05
2212 4000 -547.381 -1375.59 41656.2 -2.93633e-05 2.50036e-05
2212 4000 -552.093 -1371.58 41656.4 -2.93633e-05 2.50036e-05
2212 4000 -565.436 -1360.24 41656.9 -2.94139e-05 2.49541e-05
2212 4000 -584.467 -1344.09 41657.5 -2.94139e-05 2.49541e-05
2212 4000 -616.933 -1316.55 41658.6 -2.94139e-05 2.49541e-05
2212 4000 -1037.5 -959.705 41672.9 -2.94069e-05 2.49541e-05
2212 4000 -1043.95 -954.234 41673.1 -2.94069e-05 2.49541e-05
2212 4000 -1047.19 -951.489 41673.2 -2.94069e-05 2.49541e-05
2212 4000 -1067.67 -934.109 41673.9 -2.94069e-05 2.49541e-05
2212 4000 -1077.51 -925.755 41674.3 -2.94069e-05 2.49541e-05
2212 4000 -1497.98 -568.913 41688.6 -2.9399e-05 2.4954e-05
2212 4000 -1504.42 -563.442 41688.8 -2.9399e-05 2.4954e-05
2212 4000 -1507.66 -560.697 41688.9 -2.9399e-05 2.4954e-05
2212 4000 -1537.97 -534.963 41689.9 -2.9399e-05 2.4954e-05
2212 4000 -1958.32 -178.122 41704.2 -2.93903e-05 2.49539e-05
2212 4000 -1964.76 -172.651 41704.5 -2.93903e-05 2.49539e-05
2212 4000 -1968 -169.906 41704.6 -2.93903e-05 2.49539e-05
2212 4000 -1992.21 -149.344 41705.4 -2.93903e-05 2.49539e-05
2212 4000 -2009.58 -134.596 41706 -2.93903e-05 2.49539e-05
2212 4000 -2018.99 -126.611 41706.3 -2.93903e-05 2.49539e-05
2212 4000 -2027.84 -119.1 41706.6 -2.93903e-05 2.49539e-05
2212 4000 -2030.67 -45.8061 41709.7 2.75743e-05 2.26724e-05
2212 4000 -2026.24 -42.1672 41709.9 2.75743e-05 2.26724e-05
2212 4000 -2013.73 -31.8739 41710.3 2.75743e-05 2.26724e-05
2212 4000 -1995.89 -17.2049 41711 2.75743e-05 2.26724e-05
2212 4000 -1974.68 0.230162 41711.7 2.75743e-05 2.26724e-05
2212 4000 -1965.45 7.81968 41712.1 2.75743e-05 2.26724e-05
2212 4000 -1571.08 332.034 41726.4 2.7583e-05 2.26723e-05
2212 4000 -1565.03 337.005 41726.6 2.7583e-05 2.26723e-05
2212 4000 -1562 339.499 41726.7 2.7583e-05 2.26723e-05
2212 4000 -1533.55 362.88 41727.7 2.7583e-05 2.26723e-05
2212 4000 -1139.06 687.093 41742 2.7591e-05 2.26722e-05
2212 4000 -1133.01 692.064 41742.2 2.7591e-05 2.26722e-05
2212 4000 -1129.97 694.558 41742.4 2.7591e-05 2.26722e-05
2212 4000 -1110.76 710.349 41743.1 2.7591e-05 2.26722e-05
2212 4000 -1101.52 717.938 41743.4 2.7591e-05 2.26722e-05
2212 4000 -706.916 1042.15 41757.7 2.75981e-05 2.26721e-05
2212 4000 -700.866 1047.12 41757.9 2.75981e-05 2.26721e-05
2212 4000 -697.83 1049.62 41758 2.75981e-05 2.26721e-05
2212 4000 -675.089 1068.3 41758.8 2.75981e-05 2.26721e-05
2212 4000 -658.778 1081.7 41759.4 2.75981e-05 2.26721e-05
2212 4000 -649.947 1088.95 41759.7 2.75981e-05 2.26721e-05
2212 4000 -641.64 1095.78 41760.1 2.75981e-05 2.26721e-05
2212 4000 -581.602 1120.12 41763.2 1.14019e-05 -7.07423e-06
2212 4000 -579.772 1118.99 41763.3 1.14019e-05 -7.07423e-06
2212 4000 -574.602 1115.78 41763.8 1.13722e-05 -7.0323e-06
2212 4000 -567.244 1111.23 41764.4 1.13722e-05 -7.0323e-06
2212 4000 -554.692 1103.47 41765.5 1.13722e-05 -7.0323e-06
2212 4000 -392.023 1002.91 41779.8 1.13786e-05 -7.03228e-06
2212 4000 -389.529 1001.37 41780 1.13786e-05 -7.03228e-06
2212 4000 -388.277 1000.6 41780.1 1.13786e-05 -7.03228e-06
2212 4000 -380.352 995.698 41780.8 1.13786e-05 -7.03228e-06
2212 4000 -376.543 993.344 41781.2 1.13786e-05 -7.03228e-06
2212 4000 -213.784 892.782 41795.5 1.13846e-05 -7.03225e-06
2212 4000 -211.288 891.24 41795.7 1.13846e-05 -7.03225e-06
2212 4000 -210.036 890.467 41795.8 1.13846e-05 -7.03225e-06
2212 4000 -198.296 883.215 41796.8 1.13846e-05 -7.03225e-06
2212 4000 -35.4525 782.654 41811.1 1.13904e-05 -7.03223e-06
2212 4000 -32.9552 781.112 41811.4 1.13904e-05 -7.03223e-06
2212 4000 -31.7022 780.338 41811.5 1.13904e-05 -7.03223e-06
2212 4000 -22.3166 774.544 41812.3 1.13904e-05 -7.03223e-06
2212 4000 -15.5849 770.388 41812.9 1.13904e-05 -7.03223e-06
2212 4000 -11.9399 768.137 41813.2 1.13904e-05 -7.03223e-06
2212 4000 -8.51144 766.021 41813.5 1.13904e-05 -7.03223e-06
2212 4000 26.6583 777.235 41816.6 1.11357e-05 1.4319e-05
2212 4000 28.4456 779.533 41816.8 1.11357e-05 1.4319e-05
2212 4000 33.506 786.034 41817.2 1.11477e-05 1.43199e-05
2212 4000 40.7185 795.299 41817.9 1.11477e-05 1.43199e-05
2212 4000 49.2911 806.311 41818.6 1.11477e-05 1.43199e-05
2212 4000 53.0227 811.104 41819 1.11477e-05 1.43199e-05
2212 4000 212.474 1015.88 41833.3 1.1153e-05 1.43199e-05
2212 4000 214.919 1019.02 41833.5 1.1153e-05 1.43199e-05
2212 4000 216.146 1020.59 41833.6 1.1153e-05 1.43199e-05
2212 4000 227.647 1035.36 41834.6 1.1153e-05 1.43199e-05
2212 4000 387.171 1240.14 41848.9 1.11579e-05 1.43198e-05
2212 4000 389.617 1243.28 41849.1 1.11579e-05 1.43198e-05
2212 4000 390.844 1244.85 41849.3 1.11579e-05 1.43198e-05
2212 4000 398.616 1254.82 41850 1.11579e-05 1.43198e-05
2212 4000 402.351 1259.62 41850.3 1.11579e-05 1.43198e-05
2212 4000 561.942 1464.39 41864.6 1.11626e-05 1.43198e-05
2212 4000 564.39 1467.53 41864.8 1.11626e-05 1.43198e-05
2212 4000 565.618 1469.11 41864.9 1.11626e-05 1.43198e-05
2212 4000 574.816 1480.91 41865.7 1.11626e-05 1.43198e-05
2212 4000 581.413 1489.37 41866.3 1.11626e-05 1.43198e-05
2212 4000 584.985 1493.95 41866.7 1.11626e-05 1.43198e-05
2212 4000 588.345 1498.26 41867 1.11626e-05 1.43198e-05
2212 4000 647.911 1480.55 41870.1 2.75311e-05 -2.5668e-05
2212 4000 652.33 1476.43 41870.2 2.75311e-05 -2.5668e-05
2212 4000 664.815 1464.76 41870.7 2.74748e-05 -2.57308e-05
2212 4000 682.591 1448.11 41871.3 2.74748e-05 -2.57308e-05
2212 4000 712.917 1419.71 41872.4 2.74748e-05 -2.57308e-05
2212 4000 1105.83 1051.76 41886.7 2.74787e-05 -2.57307e-05
2212 4000 1111.86 1046.12 41886.9 2.74787e-05 -2.57307e-05
2212 4000 1114.88 1043.29 41887 2.74787e-05 -2.57307e-05
2212 4000 1134.02 1025.37 41887.7 2.74787e-05 -2.57307e-05
2212 4000 1143.22 1016.75 41888.1 2.74787e-05 -2.57307e-05
2212 4000 1536.18 648.805 41902.4 2.74818e-05 -2.57306e-05
2212 4000 1542.21 643.164 41902.6 2.74818e-05 -2.57306e-05
2212 4000 1545.23 640.333 41902.7 2.74818e-05 -2.57306e-05
2212 4000 1573.57 613.799 41903.7 2.74818e-05 -2.57306e-05
2212 4000 1966.57 245.851 41918 2.74841e-05 -2.57305e-05
2212 4000 1972.6 240.209 41918.3 2.74841e-05 -2.57305e-05
2212 4000 1975.62 237.379 41918.4 2.74841e-05 -2.57305e-05
2212 4000 1998.27 216.177 41919.2 2.74841e-05 -2.57305e-05
2212 4000 2014.51 200.97 41919.8 2.74841e-05 -2.57305e-05
2212 4000 2023.31 192.737 41920.1 2.74841e-05 -2.57305e-05
2212 4000 2031.58 184.992 41920.4 2.74841e-05 -2.57305e-05
2212 4000 2028.43 112.122 41923.5 -2.95016e-05 -2.16199e-05
2212 4000 2023.69 108.652 41923.7 -2.95016e-05 -2.16199e-05
2212 4000 2010.3 98.837 41924.1 -2.95016e-05 -2.16199e-05
2212 4000 1991.21 84.8489 41924.8 -2.95016e-05 -2.16199e-05
2212 4000 1968.53 68.2232 41925.5 -2.95016e-05 -2.16199e-05
2212 4000 1958.65 60.986 41925.9 -2.95016e-05 -2.16199e-05
2212 4000 1536.79 -248.179 41940.2 -2.94993e-05 -2.16198e-05
2212 4000 1530.32 -252.919 41940.4 -2.94993e-05 -2.16198e-05
2212 4000 1527.07 -255.297 41940.5 -2.94993e-05 -2.16198e-05
2212 4000 1496.65 -277.592 41941.5 -2.94993e-05 -2.16198e-05
2212 4000 1074.83 -586.756 41955.8 -2.94961e-05 -2.16197e-05
2212 4000 1068.36 -591.496 41956.1 -2.94961e-05 -2.16197e-05
2212 4000 1065.12 -593.874 41956.2 -2.94961e-05 -2.16197e-05
2212 4000 1044.58 -608.932 41956.9 -2.94961e-05 -2.16197e-05
2212 4000 1034.7 -616.169 41957.2 -2.94961e-05 -2.16197e-05
2212 4000 612.933 -925.332 41971.5 -2.9492e-05 -2.16197e-05
2212 4000 606.467 -930.072 41971.7 -2.9492e-05 -2.16197e-05
2212 4000 603.223 -932.45 41971.8 -2.9492e-05 -2.16197e-05
2212 4000 578.921 -950.264 41972.6 -2.9492e-05 -2.16197e-05
2212 4000 561.492 -963.042 41973.2 -2.9492e-05 -2.16197e-05
2212 4000 552.054 -969.96 41973.6 -2.9492e-05 -2.16197e-05
2212 4000 543.177 -976.468 41973.9 -2.9492e-05 -2.16197e-05
2212 4000 473.091 -1002.49 41977 -1.60363e-05 4.94601e-06
2212 4000 470.517 -1001.7 41977.1 -1.60363e-05 4.94601e-06
2212 4000 463.232 -999.444 41977.6 -1.60617e-05 4.9764e-06
2212 4000 452.84 -996.224 41978.2 -1.60617e-05 4.9764e-06
2212 4000 435.112 -990.731 41979.3 -1.60617e-05 4.9764e-06
2212 4000 205.464 -919.569 41993.6 -1.60567e-05 4.97638e-06
2212 4000 201.944 -918.478 41993.8 -1.60567e-05 4.97638e-06
2212 4000 200.178 -917.93 41994 -1.60567e-05 4.97638e-06
2212 4000 188.994 -914.464 41994.6 -1.60567e-05 4.97638e-06
2212 4000 183.619 -912.798 41995 -1.60567e-05 4.97638e-06
2212 4000 -45.9527 -841.636 42009.3 -1.60513e-05 4.97636e-06
2212 4000 -49.4719 -840.545 42009.5 -1.60513e-05 4.97636e-06
2212 4000 -51.2376 -839.998 42009.6 -1.60513e-05 4.97636e-06
2212 4000 -67.7904 -834.866 42010.6 -1.60513e-05 4.97636e-06
2212 4000 -297.282 -763.704 42024.9 -1.60455e-05 4.97635e-06
2212 4000 -300.8 -762.613 42025.2 -1.60455e-05 4.97635e-06
2212 4000 -302.565 -762.066 42025.3 -1.60455e-05 4.97635e-06
2212 4000 -315.786 -757.965 42026.1 -1.60455e-05 4.97635e-06
2212 4000 -325.317 -755.009 42026.7 -1.60455e-05 4.97635e-06
2212 4000 -330.452 -753.417 42027 -1.60455e-05 4.97635e-06
2212 4000 -335.234 -751.934 42027.3 -1.60455e-05 4.97635e-06
2212 4000 -369.883 -769 42030.4 -6.14854e-06 -1.60661e-05
2212 4000 -370.87 -771.579 42030.6 -6.14854e-06 -1.60661e-05
2212 4000 -373.658 -778.87 42031 -6.13949e-06 -1.60548e-05
2212 4000 -377.63 -789.257 42031.7 -6.13949e-06 -1.60548e-05
2212 4000 -382.351 -801.603 42032.4 -6.13949e-06 -1.60548e-05
2212 4000 -384.406 -806.977 42032.8 -6.13949e-06 -1.60548e-05
2212 4000 -472.156 -1036.56 42047.1 -6.13318e-06 -1.60547e-05
2212 4000 -473.5 -1040.08 42047.3 -6.13318e-06 -1.60547e-05
2212 4000 -474.175 -1041.85 42047.4 -6.13318e-06 -1.60547e-05
2212 4000 -480.5 -1058.4 42048.4 -6.13318e-06 -1.60547e-05
2212 4000 -568.158 -1287.98 42062.7 -6.1267e-06 -1.60546e-05
2212 4000 -569.501 -1291.5 42063 -6.1267e-06 -1.60546e-05
2212 4000 -570.175 -1293.27 42063.1 -6.1267e-06 -1.60546e-05
2212 4000 -574.442 -1304.45 42063.8 -6.1267e-06 -1.60546e-05
2212 4000 -576.493 -1309.83 42064.1 -6.1267e-06 -1.60546e-05
2212 4000 -664.057 -1539.41 42078.4 -6.12005e-06 -1.60546e-05
2212 4000 -665.399 -1542.93 42078.6 -6.12005e-06 -1.60546e-05
2212 4000 -666.072 -1544.69 42078.7 -6.12005e-06 -1.60546e-05
2212 4000 -671.115 -1557.92 42079.5 -6.12005e-06 -1.60546e-05
2212 4000 -674.732 -1567.41 42080.1 -6.12005e-06 -1.60546e-05
2212 4000 -676.691 -1572.55 42080.5 -6.12005e-06 -1.60546e-05
2212 4000 -678.533 -1577.38 42080.8 -6.12005e-06 -1.60546e-05
2212 4000 -726.002 -1561.73 42083.9 -2.47167e-05 2.6085e-05
2212 4000 -729.969 -1557.54 42084 -2.47167e-05 2.6085e-05
2212 4000 -741.206 -1545.72 42084.5 -2.47774e-05 2.6011e-05
2212 4000 -757.237 -1528.89 42085.1 -2.47774e-05 2.6011e-05
2212 4000 -784.585 -1500.18 42086.2 -2.47774e-05 2.6011e-05
2212 4000 -1138.85 -1128.22 42100.5 -2.47702e-05 2.60109e-05
2212 4000 -1144.28 -1122.52 42100.7 -2.47702e-05 2.60109e-05
2212 4000 -1147.01 -1119.66 42100.9 -2.47702e-05 2.60109e-05
2212 4000 -1164.26 -1101.54 42101.6 -2.47702e-05 2.60109e-05
2212 4000 -1172.55 -1092.83 42101.9 -2.47702e-05 2.60109e-05
2212 4000 -1526.71 -720.879 42116.2 -2.47622e-05 2.60108e-05
2212 4000 -1532.14 -715.176 42116.4 -2.47622e-05 2.60108e-05
2212 4000 -1534.86 -712.315 42116.5 -2.47622e-05 2.60108e-05
2212 4000 -1560.4 -685.491 42117.5 -2.47622e-05 2.60108e-05
2212 4000 -1914.44 -313.538 42131.8 -2.47535e-05 2.60107e-05
2212 4000 -1919.87 -307.835 42132.1 -2.47535e-05 2.60107e-05
2212 4000 -1922.59 -304.974 42132.2 -2.47535e-05 2.60107e-05
2212 4000 -1942.99 -283.541 42133 -2.47535e-05 2.60107e-05
2212 4000 -1957.62 -268.169 42133.6 -2.47535e-05 2.60107e-05
2212 4000 -1965.54 -259.845 42133.9 -2.47535e-05 2.60107e-05
2212 4000 -1972.99 -252.016 42134.2 -2.47535e-05 2.60107e-05
2212 4000 -1964.01 -181.182 42137.3 3.05056e-05 2.00173e-05
2212 4000 -1959.11 -177.969 42137.5 3.05056e-05 2.00173e-05
2212 4000 -1945.28 -168.878 42137.9 3.04313e-05 2.00307e-05
2212 4000 -1925.59 -155.918 42138.6 3.04313e-05 2.00307e-05
2212 4000 -1902.19 -140.515 42139.3 3.04313e-05 2.00307e-05
2212 4000 -1892 -133.809 42139.7 3.04313e-05 2.00307e-05
2212 4000 -1456.77 152.629 42154 3.04398e-05 2.00306e-05
2212 4000 -1450.1 157.02 42154.2 3.04398e-05 2.00306e-05
2212 4000 -1446.75 159.224 42154.3 3.04398e-05 2.00306e-05
2212 4000 -1415.36 179.88 42155.3 3.04398e-05 2.00306e-05
2212 4000 -980.016 466.317 42169.6 3.04475e-05 2.00305e-05
2212 4000 -973.34 470.709 42169.9 3.04475e-05 2.00305e-05
2212 4000 -969.991 472.912 42170 3.04475e-05 2.00305e-05
2212 4000 -948.784 486.864 42170.7 3.04475e-05 2.00305e-05
2212 4000 -938.592 493.569 42171 3.04475e-05 2.00305e-05
2212 4000 -503.142 780.005 42185.3 3.04544e-05 2.00304e-05
2212 4000 -496.465 784.396 42185.5 3.04544e-05 2.00304e-05
2212 4000 -493.115 786.6 42185.6 3.04544e-05 2.00304e-05
2212 4000 -468.021 803.105 42186.5 3.04544e-05 2.00304e-05
2212 4000 -450.022 814.943 42187 3.04544e-05 2.00304e-05
2212 4000 -440.277 821.353 42187.4 3.04544e-05 2.00304e-05
2212 4000 -431.11 827.382 42187.7 3.04544e-05 2.00304e-05
2212 4000 -353.335 854.665 42190.8 2.0068e-05 -2.54948e-06
2212 4000 -350.114 854.256 42190.9 2.0068e-05 -2.54948e-06
2212 4000 -341.007 853.104 42191.4 2.00482e-05 -2.53028e-06
2212 4000 -328.035 851.467 42192 2.00482e-05 -2.53028e-06
2212 4000 -305.907 848.674 42193.1 2.00482e-05 -2.53028e-06
2212 4000 -19.174 812.491 42207.4 2.0054e-05 -2.53027e-06
2212 4000 -14.7772 811.936 42207.6 2.0054e-05 -2.53027e-06
2212 4000 -12.5712 811.658 42207.8 2.0054e-05 -2.53027e-06
2212 4000 1.3964 809.896 42208.5 2.0054e-05 -2.53027e-06
2212 4000 8.10944 809.049 42208.8 2.0054e-05 -2.53027e-06
2212 4000 294.922 772.866 42223.1 2.00593e-05 -2.53026e-06
2212 4000 299.32 772.311 42223.3 2.00593e-05 -2.53026e-06
2212 4000 301.526 772.033 42223.4 2.00593e-05 -2.53026e-06
2212 4000 322.212 769.424 42224.4 2.00593e-05 -2.53026e-06
2212 4000 609.094 733.241 42238.7 2.0064e-05 -2.53025e-06
2212 4000 613.493 732.686 42239 2.0064e-05 -2.53025e-06
2212 4000 615.7 732.408 42239.1 2.0064e-05 -2.53025e-06
2212 4000 632.233 730.323 42239.9 2.0064e-05 -2.53025e-06
2212 4000 644.151 728.82 42240.5 2.0064e-05 -2.53025e-06
2212 4000 650.571 728.01 42240.8 2.0064e-05 -2.53025e-06
2212 4000 656.55 727.256 42241.1 2.0064e-05 -2.53025e-06
